battery_id,discharge_cycle,capacity_Ah
B0005,162,1.2978870806495706
B0005,163,1.2980735056918902
B0005,164,1.293463613844243
B0005,165,1.288003392619118
B0005,166,1.2874525221379407
B0005,167,1.3090153642307354
B0005,168,1.3250793286429356
B0006,1,2.035337591005598
B0006,2,2.0251402460314116
B0006,3,2.013326371345464
B0006,4,2.0132846655407413
B0006,5,2.000528337624771
B0006,6,2.0138990759931645
B0006,7,2.013101105626967
B0006,8,1.9687898262728398
B0006,9,1.9681661764334244
B0006,10,1.9572307917560536
B0006,11,1.9455991514129352
B0006,12,1.9347505044841131
B0006,13,1.9232799539368028
B0006,14,1.911889930948487
B0006,15,1.9010667141979305
B0006,16,1.8891989948061458
B0006,17,1.878278372248849
B0006,18,1.8675697161520206
B0006,19,1.8675892574453767
B0006,20,1.979626548250818
B0006,21,1.9575499080884022
B0006,22,1.9458150170787551
B0006,23,1.9242461121680094
B0006,24,1.9459811331421641
B0006,25,1.901407930553079
B0006,26,1.878674213680085
B0006,27,1.8683061328264219
B0006,28,1.8560244070082998
B0006,29,1.8451997961855777
B0006,30,1.857228890885317
B0006,31,1.9247760889090635
B0006,32,1.8822317526092551
B0006,33,1.855276687885587
B0006,34,1.8392508917181876
B0006,35,1.8185396073994429
B0006,36,1.8134770059567056
B0006,37,1.7971018450305436
B0006,38,1.7810046294120476
B0006,39,1.7710130422682329
B0006,40,1.7604712448170943
B0006,41,1.7502913788006587
B0006,42,1.7394925037732578
B0006,43,1.7546766553637203
B0006,44,1.7659390941842175
B0006,45,1.7337887419624838
B0006,46,1.713325912040734
B0006,47,1.7024077813673466
B0006,48,1.82371946178183
B0006,49,1.8081284050314708
B0006,50,1.7757610945034283
B0006,51,1.7447409841836798
B0006,52,1.729207034132373
B0006,53,1.7081086552553244
B0006,54,1.6975954237461768
B0006,55,1.6820634524029463
B0006,56,1.6714768322295086
B0006,57,1.6607591387047655
B0006,58,1.651121015038069
B0006,59,1.6401349256190927
B0006,60,1.6291999416165441
B0006,61,1.6088496302961666
B0006,62,1.6035244898969248
B0006,63,1.5989712144027983
B0006,64,1.5876273123575604
B0006,65,1.5829719744686166
B0006,66,1.567137636713563
B0006,67,1.5613446139713882
B0006,68,1.5511711892790419
B0006,69,1.5406741606295171
B0006,70,1.5253138744624433
B0006,71,1.5301570318067428
B0006,72,1.5246566834474087
B0006,73,1.5145492986655427
B0006,74,1.509391504602082
B0006,75,1.5039974333050705
B0006,76,1.4935201918040188
B0006,77,1.4876323024497422
B0006,78,1.5302876214401704
B0006,79,1.5040760088360112
B0006,80,1.4887593608730894
B0006,81,1.4782779285546637
B0006,82,1.478459982215684
B0006,83,1.473214844899973
B0006,84,1.4675164935067897
B0006,85,1.4516292657521335
B0006,86,1.4519237720967177
B0006,87,1.4471484694777745
B0006,88,1.4468538105659885
B0006,89,1.4416741930284678
B0006,90,1.5935866593100128
B0006,91,1.5463902376915637
B0006,92,1.51470559175661
B0006,93,1.4989786083335404
B0006,94,1.4831110745410492
B0006,95,1.4729664825468278
B0006,96,1.4627604396099307
B0006,97,1.4518364681062514
B0006,98,1.4468670644030392
B0006,99,1.441380399427779
B0006,100,1.431210744960774
B0006,101,1.4260247179525716
B0006,102,1.420487649966195
B0006,103,1.4207006230355006
B0006,104,1.452255804330839
B0006,105,1.431557632772571
B0006,106,1.415015751158943
B0006,107,1.4097311506517451
B0006,108,1.404917318129309
B0006,109,1.395164296571563
B0006,110,1.3945343832614077
B0006,111,1.3893171179312644
B0006,112,1.3838379472327809
B0006,113,1.3736814238195123
B0006,114,1.3786059891863676
B0006,115,1.3737600299108574
B0006,116,1.3682580583942712
B0006,117,1.3633024037317505
B0006,118,1.3580966140172601
B0006,119,1.353269090999531
B0006,120,1.3841605738237488
B0006,121,1.4051467790651473
B0006,122,1.378719022627353
B0006,123,1.3682657783199066
B0006,124,1.3573151296618016
B0006,125,1.3524934638801596
B0006,126,1.3474099151661236
B0006,127,1.3370075130842318
B0006,128,1.3312352966718526
B0006,129,1.3259303781727643
B0006,130,1.321578743867529
B0006,131,1.321225074066109
B0006,132,1.3156485301862682
B0006,133,1.3209025697502388
B0006,134,1.3474328767273906
B0006,135,1.3260128072353616
B0006,136,1.3101186784831063
B0006,137,1.30521620229393
B0006,138,1.3004061951355774
B0006,139,1.300235735841116
B0006,140,1.2895066722480755
B0006,141,1.279253057384795
B0006,142,1.2792078171714618
B0006,143,1.274036760902923
B0006,144,1.2741273923001468
B0006,145,1.2637639426440779
B0006,146,1.2581373688955233
B0006,147,1.253259864055301
B0006,148,1.2532313315493426
B0006,149,1.2480874960313577
B0006,150,1.2534354284944844
B0006,151,1.2898048773266901
B0006,152,1.2635402021758835
B0006,153,1.2479761706842853
B0006,154,1.2321202877943334
B0006,155,1.2271137666213534
B0006,156,1.2217397581377356
B0006,157,1.211102678915174
B0006,158,1.2056159765131735
B0006,159,1.2008936262717274
B0006,160,1.1905903985558335
B0006,161,1.185179251041941
B0006,162,1.1796706818144624
B0006,163,1.1745952836753915
B0006,164,1.15381833159625
B0006,165,1.1644009557372264
B0006,166,1.1587974947916069
B0006,167,1.1749748834769171
B0006,168,1.1856752327929356
B0007,1,1.89105229539079
B0007,2,1.880637027686859
B0007,3,1.8806626717011388
B0007,4,1.8807709009833444
B0007,5,1.8794508728285058
B0007,6,1.8807003517117404
B0007,7,1.8799352523566075
B0007,8,1.8815088124038797
B0007,9,1.8696907870385844
B0007,10,1.870052380139199
B0007,11,1.8700442394188577
B0007,12,1.8596518987766364
B0007,13,1.8590746560862206
B0007,14,1.8590084577709232
B0007,15,1.8593622586957048
B0007,16,1.8587355450601035
B0007,17,1.847817291322145
B0007,18,1.8485252916137047
B0007,19,1.848378951850034
B0007,20,1.8807805437609766
B0007,21,1.8814721597443598
B0007,22,1.8810954313244785
B0007,23,1.8710089649779995
B0007,24,1.8701995151941375
B0007,25,1.8706715362800985
B0007,26,1.8596124644020169
B0007,27,1.860033909718346
B0007,28,1.8591653109160768
B0007,29,1.8481398178778288
B0007,30,1.849201702126164
B0007,31,1.8834677437950846
B0007,32,1.8628211117905844
B0007,33,1.852085039652352
B0007,34,1.8469504648208708
B0007,35,1.836828431169018
B0007,36,1.8371619619672275
B0007,37,1.8316722583718854
B0007,38,1.8211470951317783
B0007,39,1.816506091511515
B0007,40,1.8113815601504555
B0007,41,1.8116056333939583
B0007,42,1.8060548955557403
B0007,43,1.8132041826994056
B0007,44,1.8062641938283535
B0007,45,1.7958310249900458
B0007,46,1.7858852600390451
B0007,47,1.7803268604502753
B0007,48,1.8150756899575577
B0007,49,1.8157025154845838
B0007,50,1.8002432178056673
B0007,51,1.7904476205609308
B0007,52,1.780343032300132
B0007,53,1.775328769596812
B0007,54,1.7702629734732853
B0007,55,1.760081061854204
B0007,56,1.749647593537689
B0007,57,1.749650075059311
B0007,58,1.745028739214683
B0007,59,1.7396457455286727
B0007,60,1.7285642277717963
B0007,61,1.723900324588418
B0007,62,1.7139788776485192
B0007,63,1.7139701997004613
B0007,64,1.7036521173638766
B0007,65,1.7040137474382486
B0007,66,1.6935716157343033
B0007,67,1.6876577363877656
B0007,68,1.6830744356583152
B0007,69,1.6779270142025482
B0007,70,1.6732060275966172
B0007,71,1.6674367208253988
B0007,72,1.6622662630667526
B0007,73,1.6574243065763063
B0007,74,1.652538684928734
B0007,75,1.6472174627573322
B0007,76,1.6364136810898071
B0007,77,1.6362554312048496
B0007,78,1.641119179218384
B0007,79,1.6315700789656966
B0007,80,1.621213282987236
B0007,81,1.6164273214762122
B0007,82,1.615823510161921
B0007,83,1.61672418029789
B0007,84,1.6108655863730026
B0007,85,1.6006603374309376
B0007,86,1.5959174487005663
B0007,87,1.5962179519462243
B0007,88,1.5958065114633972
B0007,89,1.5906507821480704
B0007,90,1.6888211161855506
B0007,91,1.6259938279733204
B0007,92,1.6157433862812898
B0007,93,1.6056626764846538
B0007,94,1.5949746921524348
B0007,95,1.5904102438871945
B0007,96,1.5853517062988178
B0007,97,1.5799737147242376
B0007,98,1.5752185465278068
B0007,99,1.569798484648868
B0007,100,1.5702565375950357
B0007,101,1.565249873909438
B0007,102,1.559633933561147
B0007,103,1.5649820533392105
B0007,104,1.57497949984227
B0007,105,1.5652811168780458
B0007,106,1.559755497470126
B0007,107,1.549897685670499
B0007,108,1.5438771531345021
B0007,109,1.5450187488690073
B0007,110,1.5445940154102908
B0007,111,1.5343086721758876
B0007,112,1.5287603942958483
B0007,113,1.5289260249179843
B0007,114,1.529091650133123
B0007,115,1.5239059324661248
B0007,116,1.5186675419100615
B0007,117,1.5136482266426952
B0007,118,1.5136050185229033
B0007,119,1.5139470614867965
B0007,120,1.5339599193158786
B0007,121,1.5391372798653098
B0007,122,1.5236247972838737
B0007,123,1.5135813035589147
B0007,124,1.5077850749847914
B0007,125,1.5031960676037333
B0007,126,1.4978220596995881
B0007,127,1.492848534633516
B0007,128,1.492414389867026
B0007,129,1.487482776538081
B0007,130,1.482535148640411
B0007,131,1.4827874322228984
B0007,132,1.476971179775059
B0007,133,1.4819015554137276
B0007,134,1.4981366198874824
B0007,135,1.4820775214392872
B0007,136,1.4771155312812152
B0007,137,1.4720772783056488
B0007,138,1.472248013656454
B0007,139,1.4670106672274665
B0007,140,1.4617672495335379
B0007,141,1.4566952670489708
B0007,142,1.451354972758956
B0007,143,1.451615926257375
B0007,144,1.4468161332173683
B0007,145,1.4467570607768785
B0007,146,1.4413797481446793
B0007,147,1.4362456252208178
B0007,148,1.4368154153924828
B0007,149,1.4362945145860047
B0007,150,1.4418575315878015
B0007,151,1.4672063484781797
B0007,152,1.4518640367848885
B0007,153,1.4471379752748499
B0007,154,1.441790586562399
B0007,155,1.431630947911111
B0007,156,1.4318084249673686
B0007,157,1.4262562585106868
B0007,158,1.4260877528924913
B0007,159,1.4212633510031694
B0007,160,1.4163272748795108
B0007,161,1.4165781829175994
B0007,162,1.4108401729425177
B0007,163,1.4109949628347804
B0007,164,1.4061714290398801
B0007,165,1.4063358479692922
B0007,166,1.4004552399066514
B0007,167,1.4217865046055154
B0007,168,1.4324552720625434
B0018,1,1.8550045207910817
B0018,2,1.8431955317089987
B0018,3,1.8396018424355423
B0018,4,1.8306736044962053
B0018,5,1.8327002069419656
B0018,6,1.8285288846046388
B0018,7,1.8212011895697924
B0018,8,1.8151700106433282
B0018,9,1.8042980520967649
B0018,10,1.8231002302844226
B0018,11,1.8121253520255494
B0018,12,1.8046916382117766
B0018,13,1.790844349786295
B0018,14,1.783470722841926
B0018,15,1.7809386125310702
B0018,16,1.771209039672698
B0018,17,1.7686303996707076
B0018,18,1.7536304801917124
B0018,19,1.7462197416415093
B0018,20,1.7376647337053737
B0018,21,1.7315166735475835
B0018,22,1.7085949894470602
B0018,23,1.711469957068211
B0018,24,1.7075021373272627
B0018,25,1.7492382064360228
B0018,26,1.7327697147429955
B0018,27,1.7222313328292376
B0018,28,1.711846298984729
B0018,29,1.699267835126687
B0018,30,1.6940366439243106
B0018,31,1.6819027078768087
B0018,32,1.6769770618433686
B0018,33,1.6655229306478936
B0018,34,1.6571924575832084
B0018,35,1.6482241555294048
B0018,36,1.6387701497987262
B0018,37,1.6276486907262062
B0018,38,1.62215370227252
B0018,39,1.6140066510467586
B0018,40,1.6760516154424623
B0018,41,1.649300642552199
B0018,42,1.63238299185809
B0018,43,1.6164159719025777
B0018,44,1.6109028378249377
B0018,45,1.5954638693695657
B0018,46,1.726707440085764
B0018,47,1.7165673917429753
B0018,48,1.6958235570934848
B0018,49,1.6777783190792557
B0018,50,1.6606586897774192
B0018,51,1.6664109274827466
B0018,52,1.6468336174407805
B0018,53,1.6257639928779952
B0018,54,1.6121577411874595
B0018,55,1.6057366823755344
B0018,56,1.673645314879889
B0018,57,1.6404348572349936
B0018,58,1.6132653317422077
B0018,59,1.5920964324686278
B0018,60,1.5866011820698824
B0018,61,1.5800766490336253
B0018,62,1.5641732953289167
B0018,63,1.555618272193922
B0018,64,1.5402045278637397
B0018,65,1.5321613015959863
B0018,66,1.5316232403693415
B0018,67,1.5222595950771978
B0018,68,1.5065267126851283
B0018,69,1.5014219556532926
B0018,70,1.4963534117486457
B0018,71,1.5334262000312422
B0018,72,1.523845267514426
B0018,73,1.5011920994261239
B0018,74,1.492417671450291
B0018,75,1.483323851940123
B0018,76,1.4807376792294196
B0018,77,1.4735077809902477
B0018,78,1.46801928526661
B0018,79,1.4580923557119019
B0018,80,1.4478660988891399
B0018,81,1.4527808777541982
B0018,82,1.4425356364492432
B0018,83,1.4392712877203313
B0018,84,1.4286475681888218
B0018,85,1.4249026750004896
B0018,86,1.4698115324524124
B0018,87,1.4525819651050202
B0018,88,1.442834198908794
B0018,89,1.428376058807949
B0018,90,1.4154547844370715
B0018,91,1.454576670077708
B0018,92,1.4283179548274056
B0018,93,1.4197026883204058
B0018,94,1.4155606630306516
B0018,95,1.405680035419228
B0018,96,1.4084461071166137
B0018,97,1.3968547782872414
B0018,98,1.3935670371440676
B0018,99,1.3893644292809475
B0018,100,1.3785651415666713
B0018,101,1.384901110085747
B0018,102,1.3703251814242443
B0018,103,1.3733464385229082
B0018,104,1.3679487285504814
B0018,105,1.3567141087089647
B0018,106,1.4604310209194575
B0018,107,1.4500998937104097
B0018,108,1.4381406901824496
B0018,109,1.4283681980964316
B0018,110,1.4147874517552432
B0018,111,1.413889163393182
B0018,112,1.3989331662177225
B0018,113,1.3953322584033976
B0018,114,1.390046129540245
B0018,115,1.3860271454209647
B0018,116,1.388215260193751
B0018,117,1.3761826562394497
B0018,118,1.3647168898640165
B0018,119,1.3589854739373584
B0018,120,1.3462308764008801
B0018,121,1.4268427818454643
B0018,122,1.4064481483279663
B0018,123,1.3934907492075153
B0018,124,1.3882493512249316
B0018,125,1.3701878338420928
B0018,126,1.3796951665608619
B0018,127,1.3686586323935683
B0018,128,1.3627371779096438
B0018,129,1.3634051133928073
B0018,130,1.3518646035305233
B0018,131,1.3547969729652622
B0018,132,1.341051440640485
B0025,1,1.847011162956716
B0025,2,1.8485654344528386
B0025,3,1.847111177186175
B0025,4,1.8489837601535537
B0025,5,1.8370120718560439
B0025,6,1.817549211247137
B0025,7,1.839863822522073
B0025,8,1.8430595619731431
B0025,9,1.8401871729536057
B0025,10,1.8281265632888257
B0025,11,1.8253563336445804
B0025,12,1.8214180552626154
B0025,13,1.830315627968932
B0025,14,1.8175491643824844
B0025,15,1.810901200296979
B0025,16,1.8083032603084233
B0025,17,1.7928016149381065
B0025,18,1.812563150045885
B0025,19,1.807772607491239
B0025,20,1.8048055175003972
B0025,21,1.800538555899242
B0025,22,1.7942356098033032
B0025,23,1.807409052434889
B0025,24,1.7902504816962075
B0025,25,1.7961223845359495
B0025,26,1.7912236690350776
B0025,27,1.7854822365303245
B0025,28,1.7677890780323617
B0026,1,1.8132504303869899
B0026,2,1.8149760087078302
B0026,3,1.8135354175561993
B0026,4,1.815149273310334
B0026,5,1.8142913014068198
B0026,6,1.3863373424430125
B0026,7,1.8165277958816064
B0026,8,1.8085638576011063
B0026,9,1.804936077644182
B0026,10,1.8049315924982108
B0026,11,1.717679232699393
B0026,12,1.809804813280106
B0026,13,1.806556213274488
B0026,14,1.7938155707698507
B0026,15,1.799304949381792
B0026,16,1.7842197448470132
B0026,17,1.6818819918515189
B0026,18,1.8007519383961936
B0026,19,1.795972684272296
B0026,20,1.7931026940553298
B0026,21,1.8010267542068712
B0026,22,1.7824572301269948
B0026,23,1.7959303030608789
B0026,24,1.7783142127341003
B0026,25,1.771719092984802
B0026,26,1.7790749489536772
B0026,27,1.7733229782464675
B0026,28,1.768754111010884
B0027,1,1.8233077742149364
B0027,2,1.8142384651167962
B0027,3,1.8128596793130867
B0027,4,1.8144242446739973
B0027,5,1.812800333853042
B0027,6,1.7946038703195293
B0027,7,1.816519171293833
B0027,8,1.8198335565190242
B0027,9,1.816980986440728
B0027,10,1.8047602710768988
B0027,11,1.8021778881408677
B0027,12,1.810054375611175
B0027,13,1.8191618703574552
B0027,14,1.806344581230731
B0027,15,1.8120006378747944
B0027,16,1.809238569578753
B0027,17,1.7820717716005336
B0027,18,1.8145504562341046
B0027,19,1.809153485164282
B0027,20,1.8065551508093707
B0027,21,1.802401655959492
B0027,22,1.7964331683322998
B0027,23,1.8088036930508289
B0027,24,1.7915527748749653
B0027,25,1.7853375192239571
B0027,26,1.793209210325309
B0027,27,1.7873097711102113
B0027,28,1.7700926253324452
B0028,1,1.8046847720100736
B0028,2,1.8047833214525881
B0028,3,1.797618668222458
B0028,4,1.7929913687761174
B0028,5,1.7919180081592216
B0028,6,1.775026135903797
B0028,7,1.7920487852223415
B0028,8,1.790475801581265
B0028,9,1.7868365091987264
B0028,10,1.7871529619962185
B0028,11,1.7816340617009505
B0028,12,1.7850235136604733
B0028,13,1.7803865429693038
B0028,14,1.7789060856417256
B0028,15,1.7738387518973049
B0028,16,1.769682881523146
B0028,17,1.7408787283206992
B0028,18,1.7648189744011906
B0028,19,1.7617857390844023
B0028,20,1.75770610357021
B0028,21,1.7519375960601256
B0028,22,1.7521244035832177
B0028,23,1.7597714133989641
B0028,24,1.7483011320324189
B0028,25,1.7411482627836237
B0028,26,1.7363833316311177
B0028,27,1.736559066269527
B0028,28,1.7172335652295245
B0029,1,1.697507332205763
B0029,2,1.844701206961174
B0029,3,1.8254376674722927
B0029,4,1.815750429913437
B0029,5,1.8132993337127028
B0029,6,1.8151647619660576
B0029,7,1.8143317955190057
B0029,8,1.801343601809866
B0029,9,1.7881558802945825
B0029,10,1.7760714604539518
B0029,11,1.7852807447597443
B0029,12,1.7698116401111978
B0029,13,1.7565231680521758
B0029,14,1.7543413277348154
B0029,15,1.7392875506998715
B0029,16,1.7797845109331345
B0029,17,1.7657088508465202
B0029,18,1.7523941408724169
B0029,19,1.7380191225603105
B0029,20,1.7312214443143976
B0029,21,1.7379128985265808
B0029,22,1.7224270683625882
B0029,23,1.7184213765608034
B0029,24,1.7010220930648232
B0029,25,1.693698739563104
B0029,26,1.713072721286705
B0029,27,1.6976972688567131
B0029,28,1.6899314034061208
B0029,29,1.685023551367069
B0029,30,1.678389965463405
B0029,31,1.6737947494868326
B0029,32,1.6687898927884715
B0029,33,1.6492566306631427
B0029,34,1.6409676757039668
B0029,35,1.6456360229757092
B0029,36,1.654547743574037
B0029,37,1.6461201520877546
B0029,38,1.6275119188151763
B0029,39,1.6200530533464497
B0029,40,1.612079811711934
B0030,1,1.6560706096175404
B0030,2,1.7815548749509116
B0030,3,1.761969227822918
B0030,4,1.751755031874225
B0030,5,1.7381688070362076
B0030,6,1.7506745293461339
B0030,7,1.7491047649061158
B0030,8,1.7252544028765475
B0030,9,1.7112621367644252
B0030,10,1.6990418392711273
B0030,11,1.7185770039532977
B0030,12,1.70324722921867
B0030,13,1.689458044662304
B0030,14,1.6756136292719177
B0030,15,1.6718407140871654
B0030,16,1.7233056681204446
B0030,17,1.709207290507283
B0030,18,1.684001734344571
B0030,19,1.66898698813004
B0030,20,1.6620689362837142
B0030,21,1.6687049625248174
B0030,22,1.652762183550463
B0030,23,1.648481366235244
B0030,24,1.6307406443132095
B0030,25,1.62323023017929
B0030,26,1.6541906540394393
B0030,27,1.638514396616985
B0030,28,1.618847673357618
B0030,29,1.6134212267751404
B0030,30,1.6066443601761986
B0030,31,1.6138387876938998
B0030,32,1.596329501327274
B0030,33,1.5890785867406987
B0030,34,1.5805481432309574
B0030,35,1.5846131054270807
B0030,36,1.5936651221220735
B0030,37,1.5849874126960888
B0030,38,1.5787064969416462
B0030,39,1.570705516096967
B0030,40,1.562780404428482
B0031,1,1.6666751942525773
B0031,2,1.8328583629543174
B0031,3,1.8139835002945137
B0031,4,1.8044387333514835
B0031,5,1.802147684291295
B0031,6,1.7715647509798835
B0031,7,1.8139928165779542
B0031,8,1.8013261041198854
B0031,9,1.7883722583933568
B0031,10,1.7765401657373159
B0031,11,1.7856209131823229
B0031,12,1.7813634036685941
B0031,13,1.7684898383971241
B0031,14,1.766505238291406
B0031,15,1.751740527921767
B0031,16,1.7352349314055016
B0031,17,1.7782778274549178
B0031,18,1.7649894859707393
B0031,19,1.762591283533551
B0031,20,1.744314576121582
B0031,21,1.7628373753518478
B0031,22,1.747857930947971
B0031,23,1.7441167338864993
B0031,24,1.7268422932817387
B0031,25,1.7203093493042265
B0031,26,1.7394245516699778
B0031,27,1.7367384416372014
B0031,28,1.716963468448543
B0031,29,1.7127773558366357
B0031,30,1.7061083466554066
B0031,31,1.713732696207521
B0031,32,1.7093475797926974
B0031,33,1.6901000454115587
B0031,34,1.6946883343387664
B0031,35,1.687010991299212
B0031,36,1.6957069027070075
B0031,37,1.687696889615565
B0031,38,1.6819617127259294
B0031,39,1.6750033888978846
B0031,40,1.6672987794846676
B0032,1,1.7048641073512139
B0032,2,1.8940319526948572
B0032,3,1.8747686491853095
B0032,4,1.8654947184112376
B0032,5,1.8527398169018068
B0032,6,1.844174397003866
B0032,7,1.8430238477512753
B0032,8,1.8302818174911863
B0032,9,1.8173838456081814
B0032,10,1.8057992981104682
B0032,11,1.8149829605049186
B0032,12,1.7995150369321797
B0032,13,1.7866516942518147
B0032,14,1.7735550719416031
B0032,15,1.769995333364443
B0032,16,1.799526080374287
B0032,17,1.7968530684449833
B0032,18,1.7838265504081745
B0032,19,1.7696444491040102
B0032,20,1.7512940457049684
B0032,21,1.7697554297961993
B0032,22,1.7547726933914918
B0032,23,1.7389166355812984
B0032,24,1.7337200518764075
B0032,25,1.7150972597500092
B0032,26,1.7462926148815636
B0032,27,1.719149261914565
B0032,28,1.711582246191498
B0032,29,1.6951051195225901
B0032,30,1.7005124371100973
B0032,31,1.7080989351250158
B0032,32,1.691435430587127
B0032,33,1.6844494328889932
B0032,34,1.664037581688075
B0032,35,1.6686372014231974
B0032,36,1.6899344075625968
B0032,37,1.669431712846442
B0032,38,1.6634226761839213
B0032,39,1.6436152195947373
B0032,40,1.6358000873538245
B0033,1,0.06842572240601812
B0033,2,0.6895699007862814
B0033,3,1.1610848192311252
B0033,4,1.2529393053824995
B0033,5,1.302918002447558
B0033,6,1.3218773211472525
B0033,7,1.2884694418301417
B0033,8,1.713169326386719
B0033,9,1.6560966776720512
B0033,10,1.6197297341990775
B0033,11,1.604655812282729
B0033,12,1.6255699769029337
B0033,13,1.5900967306245992
B0033,14,1.5739402299623984
B0033,15,1.5711303351557309
B0033,16,1.5897706153457416
B0033,17,1.6257378771074
B0033,18,1.6523506333962537
B0033,19,1.6143816761595386
B0033,20,1.58697453394504
B0033,21,1.5818355572787333
B0033,22,1.6919769406371152
B0033,23,1.6879483800354476
B0033,24,1.6586223007531458
B0033,25,1.6420179032789863
B0033,26,1.6381810791118743
B0033,27,1.6422892507912386
B0033,28,1.651270876264092
B0033,29,1.6326559297917211
B0033,30,1.6260888111680731
B0033,31,1.6079292963823688
B0033,32,1.6125361114907395
B0033,33,1.6218384168987892
B0033,34,1.6145443029101134
B0033,35,1.5953958917107596
B0033,36,1.5877243027113057
B0033,37,1.5811840578305605
