Battery_ID,Cycle,Capacity,Voltage_mean,Voltage_min,Voltage_max,Current_mean,Temperature_mean,Discharge_time
B0005,134,1.386112,3.488682,2.694914,4.200347,-1.726047,33.88842,2901.25
B0005,135,1.36985,3.48585,2.697334,4.198175,-1.712022,33.735376,2891.703
B0005,136,1.364783,3.478794,2.64254,4.195715,-1.711023,33.591311,2883.016
B0005,137,1.354322,3.481283,2.699226,4.195756,-1.703421,33.323667,2873.453
B0005,138,1.354642,3.480352,2.67648,4.195912,-1.703575,33.691962,2874.031
B0005,139,1.354704,3.478113,2.642142,4.195824,-1.703491,33.88764,2874.234
B0005,140,1.349315,3.476587,2.644725,4.196258,-1.702338,33.673081,2864.984
B0005,141,1.344189,3.473377,2.632271,4.196613,-1.701424,33.411988,2855.093
B0005,142,1.338991,3.472637,2.639101,4.195851,-1.695044,33.299265,2855.625
B0005,143,1.338915,3.473439,2.637842,4.196002,-1.695058,33.599807,2855.594
B0005,144,1.334007,3.475478,2.668286,4.196208,-1.693781,33.619612,2847.437
B0005,145,1.328644,3.472288,2.64902,4.195535,-1.686943,33.39452,2847.36
B0005,146,1.323171,3.471374,2.664059,4.195744,-1.686065,33.167345,2837.328
B0005,147,1.318169,3.472616,2.688361,4.195868,-1.679583,33.109622,2837.281
B0005,148,1.318466,3.473815,2.686975,4.195348,-1.679794,33.465018,2838.515
B0005,149,1.318293,3.470143,2.650754,4.196066,-1.685174,33.442619,2828.328
B0005,150,1.323872,3.467524,2.664632,4.184535,-1.686381,33.037928,2838.265
B0005,151,1.360122,3.476753,2.640021,4.20124,-1.715777,33.494949,2864.547
B0005,152,1.339531,3.475896,2.674199,4.195704,-1.700722,33.491363,2846.39
B0005,153,1.329029,3.475812,2.696427,4.195745,-1.692814,33.329809,2837.969
B0005,154,1.323674,3.474655,2.692834,4.196363,-1.68611,33.273028,2838.156
B0005,155,1.318634,3.472302,2.681748,4.195793,-1.685044,33.229879,2829.843
B0005,156,1.313475,3.472931,2.696791,4.195797,-1.678525,33.208608,2829.625
B0005,157,1.313202,3.469619,2.664696,4.196349,-1.683912,33.236115,2819.437
B0005,158,1.307796,3.470018,2.679192,4.195609,-1.677378,33.186601,2819.579
B0005,159,1.303033,3.470763,2.699983,4.19534,-1.676425,33.174058,2810.672
B0005,160,1.303357,3.468111,2.666301,4.195402,-1.676279,33.253985,2811.485
B0005,161,1.30341,3.464863,2.63085,4.195685,-1.681799,33.319809,2802.422
B0005,162,1.297887,3.467864,2.673348,4.195561,-1.675081,33.337658,2801.625
B0005,163,1.298074,3.464021,2.632764,4.196067,-1.675366,33.290767,2802.031
B0005,164,1.293464,3.466462,2.668737,4.196641,-1.674488,33.275688,2793.39
B0005,165,1.288003,3.468509,2.696396,4.195624,-1.667447,33.320678,2793.39
B0005,166,1.287453,3.466806,2.679483,4.195862,-1.66747,33.37315,2792.485
B0005,167,1.309015,3.471071,2.678714,4.184827,-1.688898,33.713519,2802.016
B0005,168,1.325079,3.475472,2.655378,4.201969,-1.697928,33.865318,2820.39
B0006,1,2.035338,3.556946,2.475768,4.179823,-1.990533,32.142778,3690.234
B0006,2,2.02514,3.561476,2.351526,4.177288,-1.990278,32.293075,3672.344
B0006,3,2.013326,3.566752,2.44048,4.178121,-1.989947,32.244147,3651.641
B0006,4,2.013285,3.568795,2.479156,4.178562,-1.989601,32.147117,3631.563
B0006,5,2.000528,3.563971,2.280188,4.17825,-1.989548,32.066873,3629.172
B0006,6,2.013899,3.573551,2.439284,4.193217,-1.990104,32.034478,3652.281
B0006,7,2.013101,3.571139,2.281207,4.193733,-1.990089,32.111575,3650.828
B0006,8,1.96879,3.568151,2.366411,4.176827,-1.989117,32.112576,3572.453
B0006,9,1.968166,3.569283,2.43602,4.176369,-1.989212,32.035662,3550.594
B0006,10,1.957231,3.563389,2.186438,4.176898,-1.989191,31.99528,3551.25
B0006,11,1.945599,3.566659,2.340602,4.17758,-1.989132,31.874128,3530.25
B0006,12,1.934751,3.568704,2.426302,4.177996,-1.988781,32.12096,3491.016
B0006,13,1.92328,3.569207,2.47537,4.176316,-1.988732,32.110212,3470.281
B0006,14,1.91189,3.565927,2.342365,4.177992,-1.98872,31.989061,3470.0
B0006,15,1.901067,3.561242,2.1884,4.17744,-1.988787,31.878814,3450.297
B0006,16,1.889199,3.557882,2.120698,4.175616,-1.988591,31.767451,3429.407
B0006,17,1.878278,3.562824,2.369981,4.177603,-1.988489,31.789916,3409.484
B0006,18,1.86757,3.559195,2.247992,4.176355,-1.988347,31.828835,3390.422
B0006,19,1.867589,3.558091,2.411532,4.17745,-1.977455,31.890449,3390.281
B0006,20,1.979627,3.565899,2.203356,4.174584,-1.989235,31.511771,3591.734
B0006,21,1.95755,3.570814,2.358878,4.175224,-1.989047,31.874488,3552.297
B0006,22,1.945815,3.566682,2.218673,4.177217,-1.988683,31.539115,3531.578
B0006,23,1.924246,3.566839,2.339723,4.176682,-1.988545,31.220867,3492.907
B0006,24,1.945981,3.571052,2.399751,4.190384,-1.988564,31.119005,3511.594
B0006,25,1.901408,3.566631,2.491411,4.176973,-1.988056,31.033244,3431.937
B0006,26,1.878674,3.552739,2.13873,4.173452,-1.977297,31.001249,3431.125
B0006,27,1.868306,3.556096,2.346064,4.176459,-1.977169,30.921435,3412.406
B0006,28,1.856024,3.55045,2.327338,4.176261,-1.966039,30.92936,3410.688
B0006,29,1.8452,3.546007,2.486312,4.172856,-1.944599,31.00811,3410.718
B0006,30,1.857229,3.554258,2.292166,4.188188,-1.976916,30.967795,3392.719
B0006,31,1.924776,3.555857,2.434301,4.189992,-1.999755,31.100972,3470.672
B0006,32,1.882232,3.553731,2.47262,4.186982,-1.988434,31.307369,3414.109
B0006,33,1.855277,3.545265,2.403422,4.186483,-1.977131,31.13134,3395.219
B0006,34,1.839251,3.538409,2.400668,4.187722,-1.965706,30.828714,3386.0
B0006,35,1.81854,3.529769,2.31943,4.184171,-1.954249,30.761533,3368.187
B0006,36,1.813477,3.530068,2.340173,4.18678,-1.949061,31.303057,3368.266
B0006,37,1.797102,3.524888,2.38296,4.186483,-1.937355,31.064321,3358.719
B0006,38,1.781005,3.519093,2.351856,4.184742,-1.93126,30.966547,3339.5
B0006,39,1.771013,3.515181,2.35351,4.186114,-1.925414,30.826456,3331.265
B0006,40,1.760471,3.514029,2.394806,4.186378,-1.919844,31.080769,3321.188
B0006,41,1.750291,3.51414,2.441886,4.185743,-1.908733,31.694288,3321.844
B0006,42,1.739493,3.509578,2.391849,4.184995,-1.902768,31.875582,3311.828
B0006,43,1.754677,3.511071,2.316615,4.175623,-1.909325,31.543288,3327.391
B0006,44,1.765939,3.515918,2.411099,4.191705,-1.930637,31.420983,3312.078
B0006,45,1.733789,3.505853,2.451013,4.185468,-1.907114,31.158371,3293.172
B0006,46,1.713326,3.501038,2.471216,4.184202,-1.895354,31.156614,3275.328
B0006,47,1.702408,3.497408,2.470969,4.185839,-1.889271,31.206611,3265.016
B0006,48,1.823719,3.538887,2.428802,4.172917,-1.981936,33.611693,3328.937
B0006,49,1.808128,3.532743,2.355143,4.186982,-1.965328,32.856301,3329.266
B0006,50,1.775761,3.521215,2.365934,4.186538,-1.947064,32.210982,3301.579
B0006,51,1.744741,3.509311,2.348196,4.182282,-1.924163,31.96509,3283.563
B0006,52,1.729207,3.507161,2.469459,4.185962,-1.912447,31.744802,3275.125
B0006,53,1.708109,3.500929,2.466672,4.183657,-1.895021,31.876564,3265.656
B0006,54,1.697595,3.497302,2.448293,4.18439,-1.883708,32.242893,3266.093
B0006,55,1.682063,3.492904,2.474522,4.184733,-1.871665,32.073056,3257.594
B0006,56,1.671477,3.488659,2.469128,4.185836,-1.865481,32.030141,3248.593
B0006,57,1.660759,3.482293,2.417717,4.185703,-1.85929,31.984936,3238.766
B0006,58,1.651121,3.477576,2.377513,4.184887,-1.848156,32.236774,3240.14
B0006,59,1.640135,3.478744,2.443724,4.184567,-1.841574,32.560971,3230.109
B0006,60,1.6292,3.474015,2.432428,4.184591,-1.829753,32.48985,3229.781
B0006,61,1.60885,3.471839,2.494086,4.181227,-1.817086,32.426122,3212.469
B0006,62,1.603524,3.46318,2.382347,4.182602,-1.811156,32.299843,3213.219
B0006,63,1.598971,3.463469,2.406668,4.183991,-1.811306,32.610758,3203.578
B0006,64,1.587627,3.460218,2.420414,4.182425,-1.803802,32.256994,3195.125
B0006,65,1.582972,3.462575,2.450785,4.190985,-1.798244,32.471934,3195.313
B0006,66,1.567138,3.453708,2.393033,4.18186,-1.785796,32.402193,3186.297
B0006,67,1.561345,3.451404,2.3939,4.183449,-1.785075,32.309874,3176.438
B0006,68,1.551171,3.450781,2.437329,4.182944,-1.778592,32.354405,3167.593
B0006,69,1.540674,3.446106,2.370533,4.182593,-1.772787,32.473136,3167.719
B0006,70,1.525314,3.441815,2.351295,4.177556,-1.760181,32.523346,3159.078
B0006,71,1.530157,3.445008,2.436846,4.1832,-1.765303,32.518265,3148.829
B0006,72,1.524657,3.441165,2.390305,4.183586,-1.759349,32.543707,3149.094
B0006,73,1.514549,3.443621,2.489216,4.18317,-1.752617,32.562223,3140.547
B0006,74,1.509392,3.439943,2.450611,4.183502,-1.751695,32.58978,3131.625
B0006,75,1.503997,3.436027,2.411195,4.183243,-1.751043,32.570896,3121.907
B0006,76,1.49352,3.436309,2.460914,4.182038,-1.738875,32.537854,3122.125
B0006,77,1.487632,3.43047,2.37842,4.18244,-1.738623,32.656451,3121.672
B0006,78,1.530288,3.441731,2.38447,4.189963,-1.787076,33.180785,3120.86
B0006,79,1.504076,3.435543,2.44864,4.181214,-1.761268,32.712208,3103.828
B0006,80,1.488759,3.427234,2.36287,4.182158,-1.754553,32.543944,3095.094
B0006,81,1.478278,3.430754,2.479713,4.180249,-1.736425,32.665541,3095.781
B0006,82,1.47846,3.43088,2.46099,4.182776,-1.737169,33.160923,3094.328
B0006,83,1.473215,3.431985,2.479451,4.182971,-1.735818,33.414446,3086.531
B0006,84,1.467516,3.426914,2.421514,4.182588,-1.72973,33.354168,3085.625
B0006,85,1.451629,3.422042,2.392799,4.180388,-1.727867,33.136346,3067.203
B0006,86,1.451924,3.420269,2.410475,4.182476,-1.726907,32.922418,3058.157
B0006,87,1.447148,3.424821,2.491533,4.182568,-1.7212,33.203385,3058.812
B0006,88,1.446854,3.423499,2.444862,4.182606,-1.721141,33.533951,3058.578
B0006,89,1.441674,3.424742,2.484076,4.183048,-1.720055,33.576793,3049.328
B0006,90,1.593587,3.450702,2.479017,4.222516,-1.821048,33.224088,3177.219
B0006,91,1.54639,3.448048,2.482067,4.190937,-1.821446,33.370833,3082.937
B0006,92,1.514706,3.439948,2.452449,4.183029,-1.789916,33.433666,3074.266
B0006,93,1.498979,3.434113,2.419849,4.183894,-1.776935,33.286767,3066.0
B0006,94,1.483111,3.43256,2.470682,4.183984,-1.764003,33.143477,3056.437
B0006,95,1.472966,3.427061,2.41376,4.18364,-1.75717,33.110215,3048.219
B0006,96,1.46276,3.42734,2.45625,4.183387,-1.750267,33.189918,3039.218
B0006,97,1.451836,3.423482,2.401795,4.183563,-1.743961,33.262654,3039.047
B0006,98,1.446867,3.422096,2.408769,4.181712,-1.736851,33.299979,3030.375
B0006,99,1.44138,3.421884,2.430812,4.183247,-1.736005,33.316635,3021.0
B0006,100,1.431211,3.419578,2.398886,4.18305,-1.72969,33.391506,3021.75
B0006,101,1.426025,3.417528,2.381438,4.183092,-1.728795,33.415224,3012.265
B0006,102,1.420488,3.419786,2.459885,4.181537,-1.721673,33.396909,3002.641
B0006,103,1.420701,3.417137,2.400729,4.172034,-1.722816,33.73732,3012.0
B0006,104,1.452256,3.430535,2.472831,4.188428,-1.748664,34.089653,3020.11
B0006,105,1.431558,3.425084,2.467319,4.181499,-1.734516,33.998729,3002.172
B0006,106,1.415016,3.417134,2.369246,4.179546,-1.727157,33.907397,2992.703
B0006,107,1.409731,3.417521,2.448262,4.181016,-1.730518,33.705184,2964.468
B0006,108,1.404917,3.418162,2.459863,4.182668,-1.714144,33.745883,2983.375
B0006,109,1.395164,3.420332,2.49787,4.179948,-1.706782,34.016572,2975.297
B0006,110,1.394534,3.419292,2.472237,4.182316,-1.70636,34.175023,2974.985
B0006,111,1.389317,3.414352,2.427875,4.183006,-1.70527,33.97611,2966.25
B0006,112,1.383838,3.412701,2.427591,4.182505,-1.704627,33.841504,2956.359
B0006,113,1.373681,3.41041,2.373379,4.179533,-1.69855,34.100846,2956.344
B0006,114,1.378606,3.414419,2.42486,4.182505,-1.698235,34.346637,2956.406
B0006,115,1.37376,3.413171,2.426963,4.182823,-1.697117,34.216232,2947.266
B0006,116,1.368258,3.410702,2.417288,4.182414,-1.69592,34.041617,2937.984
B0006,117,1.363302,3.408906,2.418509,4.182451,-1.695316,33.890213,2929.125
B0006,118,1.358097,3.413408,2.480937,4.181306,-1.689038,34.116762,2928.454
B0006,119,1.353269,3.411221,2.407821,4.180487,-1.68924,34.490494,2929.375
B0006,120,1.384161,3.415521,2.433235,4.16357,-1.710201,34.237448,2946.031
B0006,121,1.405147,3.422984,2.440823,4.190013,-1.730245,34.414289,2955.438
B0006,122,1.378719,3.414757,2.396078,4.182418,-1.715247,34.164452,2937.625
B0006,123,1.368266,3.414359,2.449307,4.182071,-1.70134,33.877147,2929.078
B0006,124,1.357315,3.409189,2.384185,4.182702,-1.700437,33.839566,2918.375
B0006,125,1.352493,3.41193,2.444076,4.18227,-1.687353,33.818305,2919.812
B0006,126,1.34741,3.409442,2.429601,4.182395,-1.691929,33.812621,2900.422
B0006,127,1.337008,3.40819,2.410223,4.182062,-1.685295,33.798946,2901.375
B0006,128,1.331235,3.407379,2.409893,4.182289,-1.678743,33.702724,2901.187
B0006,129,1.32593,3.408586,2.453938,4.179662,-1.671214,33.635627,2891.64
B0006,130,1.321579,3.404844,2.39404,4.181393,-1.676893,33.690724,2882.906
B0006,131,1.321225,3.408106,2.451347,4.1821,-1.670119,33.71317,2883.265
B0006,132,1.315649,3.409173,2.475015,4.182054,-1.663475,33.653766,2882.969
B0006,133,1.320903,3.411082,2.456918,4.168816,-1.664588,33.983578,2891.656
B0006,134,1.347433,3.416749,2.438241,4.190149,-1.691838,33.816348,2901.25
B0006,135,1.326013,3.416969,2.49464,4.187197,-1.671198,33.60692,2891.703
B0006,136,1.310119,3.410576,2.436746,4.182323,-1.663277,33.473506,2883.016
B0006,137,1.305216,3.411334,2.485869,4.182282,-1.655909,33.209179,2873.453
B0006,138,1.300406,3.408128,2.395755,4.181394,-1.656101,33.58089,2874.031
B0006,139,1.300236,3.412573,2.450468,4.182109,-1.649326,33.764009,2874.234
B0006,140,1.289507,3.407694,2.394203,4.181211,-1.648113,33.570036,2864.984
B0006,141,1.279253,3.40735,2.430384,4.180184,-1.640254,33.272051,2855.093
B0006,142,1.279208,3.409292,2.475563,4.181642,-1.633915,33.127409,2855.625
B0006,143,1.274037,3.409549,2.446712,4.18185,-1.634024,33.439117,2855.594
B0006,144,1.274127,3.410319,2.460711,4.181709,-1.632488,33.482875,2847.437
B0006,145,1.263764,3.409269,2.461979,4.178726,-1.619261,33.221363,2847.36
B0006,146,1.258137,3.409437,2.499908,4.181149,-1.617824,32.985627,2837.328
B0006,147,1.25326,3.403885,2.406157,4.181247,-1.618102,32.970183,2837.281
B0006,148,1.253231,3.406593,2.409214,4.182125,-1.618099,33.310187,2838.515
B0006,149,1.248087,3.409593,2.47054,4.179545,-1.610354,33.234067,2828.328
B0006,150,1.253435,3.40941,2.499684,4.164242,-1.611644,33.117657,2838.265
B0006,151,1.289805,3.419549,2.48397,4.189239,-1.642036,33.78417,2864.547
B0006,152,1.26354,3.41518,2.46754,4.180843,-1.619481,33.80644,2846.39
B0006,153,1.247976,3.415459,2.494644,4.181238,-1.604864,33.637358,2837.969
B0006,154,1.23212,3.413034,2.457738,4.179828,-1.59164,33.581959,2838.156
B0006,155,1.227114,3.409452,2.409865,4.180793,-1.590111,33.562456,2829.843
B0006,156,1.22174,3.41385,2.479418,4.181365,-1.576775,33.511127,2829.625
B0006,157,1.211103,3.410901,2.434585,4.180595,-1.575263,33.536759,2819.437
B0006,158,1.205616,3.410574,2.425683,4.181424,-1.568464,33.498031,2819.579
B0006,159,1.200894,3.409651,2.417924,4.181922,-1.567129,33.516977,2810.672
B0006,160,1.19059,3.412858,2.454158,4.179594,-1.553799,33.531923,2811.485
B0006,161,1.185179,3.413451,2.463616,4.180558,-1.552183,33.567636,2802.422
B0006,162,1.179671,3.414388,2.470375,4.181414,-1.545265,33.604931,2801.625
